track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius
862,KLIX20110104_124745_V03,-9,1.000,234.863,287.418,5.415239070801219,-32568.5,-5791.0,2707.6195354006095
862,KLIX20110104_125730_V03,1,1.000,240.871,282.186,11.943685555586402,-29564.5,-8407.0,5971.842777793202
862,KLIX20110104_130715_V03,10,1.000,242.034,277.922,22.977088567990688,-28983.0,-10539.0,11488.544283995343
862,KLIX20110104_131659_V03,20,1.000,241.029,274.238,34.51327217721217,-29485.5,-12381.0,17256.636088606083
862,KLIX20110104_132644_V03,30,1.000,244.378,268.545,42.594872579643024,-27811.0,-15227.5,21297.43628982151
862,KLIX20110104_133629_V03,39,1.000,240.906,273.175,54.63977988275236,-29547.0,-12912.5,27319.889941376172
862,KLIX20110104_134613_V03,49,1.000,241.485,278.383,64.93703470701672,-29257.5,-10308.5,32468.517353508363
915,KLIX20110106_124200_V03,-15,1.000,232.729,290.495,9.201105834894793,-33635.5,-4252.5,4600.552917447398
915,KLIX20110106_125145_V03,-5,1.000,232.729,296.523,24.375867065355216,-33635.5,-1238.5,12187.933532677607
915,KLIX20110106_130130_V03,5,1.000,235.944,307.775,38.70300209873193,-32028.0,4387.5,19351.50104936596
915,KLIX20110106_131114_V03,14,1.000,239.561,313.402,51.750694980710385,-30219.5,7201.0,25875.34749035519
8359,KLIX20110107_123628_V03,-21,1.000,236.265,290.5,7.744761525089777,-31867.5,-4250.0,3872.380762544889
8359,KLIX20110107_124613_V03,-11,1.000,236.265,290.5,17.337534058534093,-31867.5,-4250.0,8668.767029267046
914,KLIX20110108_124216_V03,-15,1.000,234.194,291.911,9.448744652331477,-32903.0,-3544.5,4724.37232616574
914,KLIX20110108_125201_V03,-5,1.000,232.586,296.332,25.868299704833152,-33707.0,-1334.0,12934.149852416576
914,KLIX20110108_130146_V03,5,1.000,224.95,303.164,46.12663520717951,-37525.0,2082.0,23063.317603589752
914,KLIX20110108_131131_V03,15,1.000,223.342,307.183,62.51129909386848,-38329.0,4091.5,31255.649546934237
914,KLIX20110108_132115_V03,24,1.000,224.95,312.809,74.72259819509425,-37525.0,6904.5,37361.299097547126
8360,KLIX20110112_124217_V03,-15,1.000,233.791,282.651,6.784214060601315,-33104.5,-8174.5,3392.1070303006577
8360,KLIX20110112_125203_V03,-5,1.000,233.791,282.651,13.345086182953152,-33104.5,-8174.5,6672.543091476575
8360,KLIX20110112_130149_V03,5,1.000,233.791,282.651,14.921743333810225,-33104.5,-8174.5,7460.871666905114
8361,KLIX20110115_124155_V03,-15,1.000,226.987,285.875,13.598619025793663,-36506.5,-6562.5,6799.3095128968325
8361,KLIX20110115_124744_V03,-9,1.000,226.987,285.875,15.967972418028113,-36506.5,-6562.5,7983.986209014057
